source_dataset,left_book_id,right_book_id,gold_difference,log_length_difference,absolute_log_length_difference,page_difference,score_difference_ra_scope,prediction_difference_ra_scope,score_difference_uniform_pool,prediction_difference_uniform_pool,score_difference_length,prediction_difference_length,score_difference_character,prediction_difference_character,score_difference_standard,prediction_difference_standard,score_difference_finetuned_macbert,prediction_difference_finetuned_macbert,score_difference_qwen_rubric,prediction_difference_qwen_rubric
storyweaver,storyweaver-20873,storyweaver-39813,-1,-0.010929070532189833,0.010929070532189833,-3,-0.35702133178710893,-2,-0.35702133178710893,-2,-0.012954860946366331,0,-0.029634040030989794,0,-1.1396171427889061,-2,-0.24588078012069037,0,-1.9732590228338722,-2
storyweaver,storyweaver-18748,storyweaver-20049,-2,-0.011152531950474831,0.011152531950474831,2,-0.5544397830963139,-1,-0.5544397830963139,-1,-0.01637656508734553,0,-0.07162172856236149,0,-1.5461335067746713,-2,-0.5836287314693136,-1,2.1009896702198603,2
storyweaver,storyweaver-18453,storyweaver-18600,-1,0.016260520871780315,0.016260520871780315,7,-0.07257556915283203,0,-0.07257556915283203,0,0.021849859649130998,0,-0.015358016265770047,0,0.3836781740640287,0,-0.6804724683364234,-1,-0.4326971407446365,0
storyweaver,storyweaver-659376,storyweaver-99708,1,-0.01705798290457672,0.01705798290457672,-2,0.1576399803161621,0,0.1576399803161621,0,-0.024578587440090338,0,-0.017357244806716743,0,0.8025669046676551,2,-0.13007091979185725,0,-0.5164364972318936,-1
storyweaver,storyweaver-412711,storyweaver-99719,1,0.01821543989134078,0.01821543989134078,5,0.2897896766662602,1,0.2897896766662602,1,0.02159144853928696,0,0.025207239180000673,0,1.0857426077732402,2,0.026618115603923798,0,1.122251300874268,1
storyweaver,storyweaver-577649,storyweaver-577907,1,-0.019048194970694432,0.019048194970694432,0,0.009207725524902122,0,0.009207725524902122,0,-0.0040503761241788006,0,-0.0044053450615413325,0,0.12719844920762347,0,-0.0819118283689022,0,0.9985200503197125,1
storyweaver,storyweaver-22268,storyweaver-99712,-1,0.019139340210697853,0.019139340210697853,0,-0.2663726806640625,-1,-0.2663726806640625,-1,0.019206592319107818,0,0.00532436144705839,1,-0.6377688980869975,-1,-0.4522521700710058,-1,0.23662173920456553,0
storyweaver,storyweaver-18454,storyweaver-99717,-1,0.030153038170687374,0.030153038170687374,-3,-0.4795167446136479,-1,-0.4795167446136479,-1,0.014359051437274895,0,-0.02418161415686404,-2,-1.9925503698046512,-2,0.08430560678243637,0,-0.17445691608008929,0
storyweaver,storyweaver-20032,storyweaver-459241,-1,-0.03149866705937132,0.03149866705937132,2,-0.2790150642395024,0,-0.2790150642395024,0,-0.04599705676715482,0,-0.0020626483680068475,0,-0.5842322314938242,0,-0.48376869161923786,-1,1.0344228538926923,1
storyweaver,storyweaver-19272,storyweaver-19877,1,-0.03415891881131916,0.03415891881131916,-4,0.20188856124877885,1,0.20188856124877885,1,-0.039638150437516284,0,-0.024838554725051143,0,0.802410619902282,1,0.06962039570013712,0,1.5857147739629909,2
storyweaver,storyweaver-412162,storyweaver-659356,-1,-0.042436454125518885,0.042436454125518885,-6,-0.21574783325195312,0,-0.33148336410522505,0,-0.054472261026907276,0,-0.01695256220103092,0,-1.3808476217166445,-1,0.12633868058522513,0,-0.7360626827059491,-1
global_asp,global-asp-0126,global-asp-0331,1,-0.08455738802806323,0.08455738802806323,-4,0.44448304176330566,0,0.17630767822265647,0,-0.026530777724635968,0,0.04323229890174929,1,0.24351675041618837,0,0.44501296958575653,0,-0.05089956129532802,0
global_asp,global-asp-0049,global-asp-0212,-1,-0.10536051565782634,0.10536051565782634,1,0.024240851402282493,0,0.024240851402282493,0,-0.01961538859423939,0,0.009586347984531507,1,0.044030370037300814,0,0.06296192016452551,0,-0.9132195350508585,-1
global_asp,global-asp-0231,global-asp-0302,-1,-0.15906469462968742,0.15906469462968742,0,-0.5333385467529299,0,-0.5333385467529299,0,-0.017026166002857224,0,-0.04035656077043681,-1,-1.9408746100744012,-2,-0.13509575867404533,0,-2.0979667905701977,-2
global_asp,global-asp-0095,global-asp-0342,-1,-0.19920334376820126,0.19920334376820126,0,-0.3071708679199219,0,-0.3071708679199219,0,-0.1973108136913848,-1,-0.02068174574527104,-1,-0.231625732876112,0,-0.7790651079267266,-1,-1.019588281454617,-1
storyweaver,storyweaver-412397,storyweaver-450268,1,0.26949441945208275,0.26949441945208275,5,0.3595583438873291,0,0.3595583438873291,0,0.39060300713930296,0,0.01307031722068297,0,0.7694558766401296,0,0.2651037002603216,0,0.4747213140167341,0
global_digital_library,gdl-8487,gdl-8533,1,0.33647223662121295,0.33647223662121295,1,-0.05429005622863725,0,-0.05429005622863725,0,0.33480506403938115,1,0.00868292181490915,0,-0.41510774588259114,0,-0.14554083595673273,0,-0.023104018096546497,0
storyweaver,storyweaver-21486,storyweaver-99720,-1,-0.34544709838191157,0.34544709838191157,-2,-0.09920120239257812,0,-0.09920120239257812,0,-0.4993926644835933,0,-0.005794908385775788,0,0.7412425930588187,1,-0.6328594858447709,-1,-1.6315435054078193,-2
global_asp,global-asp-0064,global-asp-0067,1,0.3600027340314069,0.3600027340314069,3,0.2905844449996948,0,-0.13352251052856445,0,0.1156044760657966,0,0.04916942313128336,1,-0.7385072304676652,-1,0.03964341649164749,0,0.08952866640107615,0
storyweaver,storyweaver-18449,storyweaver-659375,-1,-0.36261751672553544,0.36261751672553544,-6,-0.35799527168273926,-1,-0.35799527168273926,-1,-0.32446103938082627,-1,-0.01202600109934826,-1,-0.7948178825173122,-1,-0.30067693007489016,0,-1.4010948495492808,0
storyweaver,storyweaver-19989,storyweaver-20012,1,0.3980668006267196,0.3980668006267196,2,0.8936300277709961,2,0.8925497531890869,2,0.5757498208539009,1,0.0527415622505889,0,2.313761251229936,2,0.6279472808043165,1,-0.5772914703859158,-1
storyweaver,storyweaver-19019,storyweaver-20798,-1,-0.4046417239529596,0.4046417239529596,5,-0.37442755699157715,-1,-0.2765004634857178,0,-0.5850038604947931,-1,0.02812166447060216,0,0.1825773074155861,0,-0.7316967745621996,-1,-0.2753965907398097,0
storyweaver,storyweaver-21479,storyweaver-99711,-1,-0.4888811695114308,0.4888811695114308,-1,-0.6373159885406494,-1,-0.6373159885406494,-1,-0.704376602963511,-1,-0.016071502885638633,0,-0.5404529064813599,-1,-1.2883624558647466,-2,-1.2501676308881997,-2
storyweaver,storyweaver-412364,storyweaver-589573,-1,-0.5901048345870246,0.5901048345870246,-4,-0.5100007057189941,-1,-0.44185709953308105,0,-0.8504677217604835,-1,-0.02790315246301578,0,-0.4559745032348945,0,-0.43308247129122446,0,1.3251888856834455,1
storyweaver,storyweaver-113528,storyweaver-20469,1,0.6089291014759288,0.6089291014759288,-1,0.690213084220886,2,0.690213084220886,2,0.5322423736117652,1,0.024543763553110498,0,1.9072415341125009,2,0.29682428203523115,1,0.6283755091235435,0
global_asp,global-asp-0147,global-asp-0296,-1,-0.6208265189803193,0.6208265189803193,-3,-0.9446790218353271,-2,-0.8174939155578613,-2,-0.5418060754605598,-1,-0.08658205962814192,-3,-1.969321894072279,-2,-0.6722664134576919,-1,-1.1220026544941106,-1
global_digital_library,gdl-8507,gdl-8531,1,0.6212826193303007,0.6212826193303007,-5,0.9601404666900635,2,0.8467798233032224,2,0.5698491301967459,1,0.06816893854632067,2,1.9076849361225832,2,0.8414162009333568,1,1.1882730830511714,1
storyweaver,storyweaver-20957,storyweaver-21482,-1,-0.6771468392135045,0.6771468392135045,-6,-0.49315500259399436,-1,-0.49315500259399436,-1,-0.593148442575441,-1,-0.0021552818643151284,0,-1.2562806925171046,-1,-0.1210355746249352,0,-0.5613350623953006,-1
storyweaver,storyweaver-638705,storyweaver-99794,1,0.6861197447524887,0.6861197447524887,4,1.038452386856079,1,1.038452386856079,1,0.9819573160147175,1,0.055216431925558584,0,1.3069331285218708,1,1.8097027900318303,2,-0.548310008820339,0
storyweaver,storyweaver-21499,storyweaver-99715,-1,-0.6973874695988309,0.6973874695988309,-5,-0.6011042594909668,-1,-0.5473079681396484,-1,-0.9968860060529443,-1,-0.0635541034473408,0,0.28571834815597574,0,-1.414508774876594,-2,-2.800639268934695,-3
global_asp,global-asp-0089,global-asp-0158,-2,-0.7352055238880055,0.7352055238880055,-2,-0.42532753944396884,-1,-0.391715288162231,0,-1.0168680367065384,-1,-0.03691723786733503,0,-0.0604771609705157,0,-0.4525989716251688,-1,-2.3652175309833865,-3
storyweaver,storyweaver-19894,storyweaver-337553,1,0.7599808599233118,0.7599808599233118,-9,0.5470030307769775,1,0.44857192039489746,0,1.0819797374468751,1,0.03320794009422112,0,-0.03980633865143979,0,0.7189077561100325,1,1.6155339355768774,2
storyweaver,storyweaver-20929,storyweaver-93146,-1,-0.7916797047207416,0.7916797047207416,-13,-0.857367992401123,-2,-0.6699442863464351,-1,-1.126321970482929,-1,-0.04604781243242728,0,-1.796234330093591,-2,0.2888276278972626,0,0.9090279156807806,2
storyweaver,storyweaver-18612,storyweaver-20419,1,0.8437200390393196,0.8437200390393196,4,0.6786563396453853,1,0.6786563396453853,1,0.7593656190680682,2,0.03430715807809648,1,1.3658085561287079,1,0.5551440579195817,1,0.7716383308319332,1
storyweaver,storyweaver-134706,storyweaver-19855,1,0.8558926704936853,0.8558926704936853,-4,0.8803977966308594,1,0.8803977966308594,1,1.214408844026316,1,-0.01408471410355272,0,0.4546285495944331,1,1.8666382009784384,2,2.0293391299276013,2
storyweaver,storyweaver-266479,storyweaver-99706,1,0.8979415932059585,0.8979415932059585,3,0.7523951530456543,1,0.688995361328125,1,1.2688382675798215,1,0.004891783888193224,0,0.6165248794499187,0,0.8657258823513994,1,2.274089014217668,3
storyweaver,storyweaver-267081,storyweaver-638688,1,0.9855798557703244,0.9855798557703244,21,0.563631534576416,1,0.563631534576416,1,1.3887282249312878,1,0.022169646229077244,0,1.3445096598834816,2,-0.5008821785449986,-1,0.7678459514122555,2
storyweaver,storyweaver-18670,storyweaver-28189,-1,-1.0188153718278121,1.0188153718278121,2,-0.5804791450500488,-1,-0.5804791450500488,-1,-0.9349624495894888,-2,-0.03493782139874746,-2,-0.0061168123544828035,0,-1.34589940837274,-2,-3.3432223286128386,-4
global_digital_library,gdl-8521,gdl-8525,1,1.1792246346367419,1.1792246346367419,0,1.2689664363861088,2,1.2689664363861088,2,1.2806834163189877,2,0.0615206019703014,2,1.937540119887614,2,1.7961206516871848,2,1.014153597737959,1
global_asp,global-asp-0176,global-asp-0234,-2,-1.541675810333282,1.541675810333282,2,-0.8715229034423828,-2,-0.8715229034423828,-2,-1.012301326715055,-1,-0.06195419026258575,-2,-0.7075390261248766,-1,-1.7042969614267351,-2,-0.8449859679312794,-1
storyweaver,storyweaver-18398,storyweaver-21233,-2,-2.070472871697076,2.070472871697076,-8,-1.6132745742797847,-2,-1.70731782913208,-2,-2.4057571403300986,-3,-0.06449657808533038,-1,-2.497871356877373,-3,-1.861145069822669,-3,0.7146642856163226,1
storyweaver,storyweaver-18535,storyweaver-20801,2,2.3326547509299695,2.3326547509299695,10,1.710230946540832,3,1.7050186395645137,3,2.6174757812773253,3,0.07092231253702153,1,2.2015428322697543,2,1.9301335190733273,3,3.667039972321618,4
storyweaver,storyweaver-266388,storyweaver-577905,2,2.582009480206845,2.582009480206845,13,1.518087387084961,3,1.373831033706665,3,2.7396201115736636,3,0.09051173828266457,0,0.9064554684476227,0,1.7587372884154324,3,2.1011756171949028,2
storyweaver,storyweaver-18867,storyweaver-266466,-2,-2.8657171963322243,2.8657171963322243,-11,-2.1110072135925284,-3,-2.10256290435791,-3,-3.053136148085835,-3,-0.1291957329229798,-2,-2.8640781815303358,-3,-2.3638416336228456,-3,-0.5705677172791184,-1
